index;headline_text
1045;PAGAMENTOS DE CONTAS PELO APP PARA IOS
1046;Tudo
1047;melhorar a conectividade da minizinha chip. a maquina com bobina era mais rápida.
1048;Pagamento de boleto na Smart
1049;Venda parcelada inviável / Absurdo a taxa 
1050;promessas de que não iam cobrar os juros nos primeiros três meses e SEMPRE COBRARAM E DESCONTARAM
1051;Fiz reclamações de problemas na maquina, o chip não funciona, foi enviado outro chip, mas o problema continua, informei que era problema na maquininha, e pedi que me enviassem outra maquina, pediram que eu enviasse a maquina pra depois receber a nova, apesar do problema do chip, eu ainda utilizava a maquina com acesso através de hi-fi de estabelecimentos comerciais, isso qd conseguia. Me orientaram para rotear através do meu celular, mas meu pacote de dados é limitado, e o consumo da bateria é alto.   Mesmo com esses problemas do chip eu ainda conseguia fazer algumas cobranças.  o prazo entre eu enviar a maquina e receber outra é longo para o meu negócio, o ideal seria me enviar outra e depois eu devolva a atual, mas não consegui convencer a atendente.  Resumindo comprei outra maquina de outro fornecedor.  Agora quero a troca da maquina ou devolução do dinheiro pago.   PEÃ‡O CONTATO DA PAG SEGURO PARA DAR PROCEDIMENTO AO PROCESSO. MEU TELEFONE DE CONTATO É 41 98401-1530.   Fico no aguardo, at.
1052;Fechamento de caixa mensal 
1053;opção para impressão de comprovante via bluetooth
1054;Taxa altíssima e esperar 1 mês pra receber 
1055;bateria é  fraquissima  . penso que a minha está com defeito,  pois não dura 30 minutos 
1056;As taxas são altas, principalmente para cartão de débito, em que o dinheiro sai da conta do cliente no mesmo dia, e nós levamos 30 dias para receber e ainda pagar taxa elevada.
1057;Receber venda no débito no mesmo dia
1058;Gostaria que as promocões para conquistar novos clientes, como tx de cobrança debito ou credito fosse iguais, isto porque conquista clientes é fácil difí­cil é manter os bons cliente.s
1059;Maquininha não funciona e os testes sempre normais! 
1060;Muito ruim de asseçar a minha conta 
1061;Valores de Juros são absurdos e inibem o uso da maquina pelo proprio vendedor que se obriga a receber em dinheiro vivo para não perder negocio!
1062; usar o ticket alimentação e refeição sem CNPJ. eu não tenho
1063;Creio eu que a taxa para receber no dia seguinte poderia ser mais baixa
1064;flexibilidade na antecipação dos recebíveis
1065;nao pega com chip pessima de sinal
1066;Loja virtual está me cobrando por serviço que não utilizei
1067;opção relatório de vendas para impressão e consolidado.
1068;O valor do saque cobrado no 24hrs é muito alto. Deveriam baixar esse valor.
1069;Melhorar a qualidade das maquininhas
1070;Outras tem taxas menor
1071;AS NOVAS MAQUINAS OFERECEM MELHORES TAXAS E GOSTARIA DE TER AS MESMAS.
1072;Aceita cartão de débito
1073;Dificuldade em cadastrar conta do Banrisul
1074;Promoções anunciadas não se cumprem conforme anúncio. Taxa 0% por 90 dias, me sinto enganada, pois já realizei 3 contatos solicitando a ativação da promoção, sendo que o primeiro foi um dia após o recebimento da máquina (via telefone) e os outros dois pelo chat, e até agora nada se ativou.
1075;Trocar a máquina por outra mais nova e aceitar a velha como parte de pagamento
1076;Liberar pagamento de contas através do aplicativo
1077;As funcionalidades como (pagar boleto, transferência para terceiros, recarga para celular não funciona) uma forma que vcs fizeram de ficar com nosso dinheiro por mais tempo
1078;As taxas parceladas são muito altas pois o cliente recebe a compra de uma vez, então deveria ter a opção nas compras parceladas de tbm receber parcelado como as outras máquinas e o juro ser menor.
1079;Parcelamento no crédito tem taxas altas
1080;acabei de desentalar a paque seguro do meu estabelecimento
1081;Taxa de parcelamento muita alta, deixo de usar a máquina pois o cliente opta por outros meios (transferência programada, cheque)
1082;Conexão de rede muito baixa
1083;Mais benefí­cios para iniciantes
1084;Pouca duração da bateria
1085;Cumprir com as promoções oferendas 
1086;receber no dia seguinte sem ter que pagar juros altissimos
1087;Qualidade da bateria - é "muito fraquinha"
1088;Não recebo o valor que é certo
1089;Deveria tirar as taxas quando as compras são parceladas
1090;Outras opções de parcelamento sem muito juros
1091;Teria que entrar mais rápido na conta do usuário 
1092;Na hora da compra da máquina ninguém pede documentação, chega depois na hora da gente receber o dinheiro é um transtorno para ser analisado o nosso documento. Demora muito tempo e a gente fica precisando do dinheiro e não tem como ultiliza lo.
1093;Aceitar Vales (voucher) sem precisar de CNPJ. 
1094;Principalmente as taxas do parcelado.
1095;Taxas altissimas pra receber com 1 dia.. Estou pensando em até cancelar e pegar outra máquina.
1096;Voces deram zero por cento das taxas creditoe debito conforme propagandas diversas me prometeram que vao me devolver os valores cobrados indevidos mas ate hoje dia 14 de dezembro de 2018 nao me pagaram 
1097;com frequencia a máquina digita sozinha uma "senha" o que ja nos causou vários desconfortos perante os clientes.
1098;estou muito  sástifeito  com a pagseguro.
1099;Não tenho recebido e-mail de todos os valores disponiveis na conta.
1100;receber minhas vendas no dia osso já é possível e posso tá migrando pra outra empresa por esse motivo que já presta esse serviço 
1101;Agilidade no envio da máquina.
1102;Quando a máquina liberar o comprovante de compra aprovada, pagar a cliente. 
1103;Não estou satisfeito com a configuração da minha conta e a configuração app vendas tem sempre que está fazendo sendo que é muito compricado
1104;Transferencia de maquina para pessoa juridica
1105;Poder adiantar vendas a crédito 
1106;Entrega de bobinas que nunca emtregam
1107;A maioria das vezes nao consigo acessar a conta pela internet da erro na senha
1108;Outras empresas estão cobrando taxas menores
1109;Ã‘ consigo fazer o cartão pag seguro 
1110;A venda no cartão de crédito Ã  vista, porque recebo com 30 dias
1111;Estou com dificuldade de pagar contas, antes era tão simples agora tem que solicitar depósito bancário na minha conta, e já fiz esse processo umas 5 vezes e não ouve nenhum depósito para que eu consiga dar continuidade, isso e muito chato.
1112;As taxas da do débito são altas
1113;Melhor canal de contato do cliente com a pag seguro
1114;O cartão PagSeguro é débito por que funciona como crédito se só tem crédito se tiver dinheiro de vendas e fazer transferência para ele.Porque você não libera o cartão PagSeguro para comprar parcelas como cartão de crédito 
1115;Ainda nãorecebi a máquina
1116;Ter responsabilidade com a gente 
1117;estou tentabdo trocar um maquina não consigo
1118;Comprei a minizinha chip e até hoje não consigo vender usando o chip paguei mais caro por um serviço que não funciona e não dão uma solução decepcionado
1119;Acho que vcs fazem muito pouco com o cliente
1120;Facilitar o uso do app para oagamento de contas 
1121;A bateria da máquina acaba muito rápido 
1122;Não consigo fazer saque em banco 24hs, está sempre fora do ar o sistema
1123;Dar crédito pra usuários da máquina para descontar parcelas nas vendas 
1124;Todos os itens marcados foram percebidos devido a experiencias sofridas junto a Pagseguro.
1125;Pós venda  não temos um posto de troca de maquina por isso vou mudar para Cielo
1126;Eu só não indico,e uso mais pq suas taxas são altas, demais imagina vcs ganhando 3,5 a 4%. De 10.000 e ganhando 1,5 a 2 % de 100.000 pessoas qual é mais vantajoso
1127;não posso nem pensar em parcelar , só uso debito mesmo.
1128;Um pouco em td
1129;Nada
1130;Diminuir as taxas.
1131;Baixar as taxas um pouco mais
1132;Não consigo pagar contas no meu app nem enviar meu dinheiro para outras pessoas como em outros aplicativos de cartão. Isso facilitaria muito!
1133;Falta um sistema para desligar a tela para fica em stand-by para economizar bateriA
1134;Processador das maquininhas
1135;ser mais facil mudar o titular da conta bancaria quando precisar
1136;As taxas de parcelamento são absurdas.
1137;acho que deveria cobrar um valor mais baixo referente a parcelamento, pois ás vezes quero dividir uma venda em 6x, mas o valor fica muito alto.
1138;Vendas se divididas mais de 12vezes 
1139;Sem o que reclamar
1140;A maquina apresenta deficiência na bateria apesar de trocada na garantia a que retornou tem o mesmo problema a concorrência está com máquina com 3x mais tempo bateria 
1141;A moderninha tá sempre sem conecção
1142;Receber nos prazos das vendas
1143;Eu sempre indiquei a maquininha, so só que agora q precisei de assistência técnica não consegui ter sucesso, estou com minha máquina estragada a dias e não consigo um contato com a Central. Seria ótimo ter um atendimento mais rápido e fácil 
1144;Sobre a Central de Atendimento: os atendentes são ótimos mas o tempo de espera para sermos atendidos é muuuuuito grande
1145;Bom dia, minha transferência é antecipada mas nunca vai na minha conta no dia seguinte e e cobrada com antecipação.
1146;Melhorar a liberação do meu dinheiro
1147;Poder creditar o valor em qualquer conta.
1148;Bateria durasse mais tempo 
1149;Receber VA e VR 
1150;Não ser cobrado taxa de saque ,ja cobram a transação da venda,poderí­amos ter  um limite no cartão para nosso e ser descontado assim que fizermos vendas
1151;as vendas parceladas da opção do contratante determinar se quer antecipar ou não,, 
1152;Depois que o débito e aprovado demora muito pra cair na minha conta bancaria
1153;As taxas são muito altas .não recomendo
1154;Balanço diário de transferências feitas na conta bancária
1155;transferência de valou esta demorando muito.
1156;Estou perdendo vendas porque a minha maquina fica registrando,registrando e no final ainda da erro.
1157;Desvalorização da máquina logo após a compra!
1158;Oferecer recarga para celular
1159;Mudar plano de recebimento sem ser necessaÂ´rio falar com gerente de conta que não responde e não resolve nada.
1160;Troca de máquina Acho que p quem já é cliente tivesse a opção de trocar a máquina para pagamento parcelado descontando do saldo da conta do PagSeguro 
1161;Quando é parcelado as taxas aumentam muito 
1162;Concorrencia tem taxas menores
1163;Juros altos no débito a vista, ex. Vendi 164,00 e recebi só 160,00. Tenho que pagar pra trabalhar,se não melhorar não vou mais usar a máquina!
1164;Pagamento de contas pelo aplicativo
1165;Aplicativo não é funcional 
1166;Poder passar cartão de débito pelo aplicativo
1167;Verificação de cartão
1168;Para mim no momento estar ótimo 
1169;Depois que é cliente não tem mais Nenhuma preferência 
1170;Taxas menores inclusive no parcelamento.
1171;conseguir transferir o valor em qualquer conta e sacar sem ser no banco hrs 
1172;Atender melhor seus clientes 
1173;Receber ligação de celular
1174;Opção de receber as vendas parceladas sem antecipação 
1175;Pensar nos clientes que vc já tem
1176;Aceitar a máquina antiga na troca por uma mais nova
1177;Vocês me enganaram com a taxa de intermediação. Não vi que existia só ao receber. Fui enganado. Horrí­vel essa atitude 
1178;Fazer transações utilizando QR CODE
1179;A máquina demora a ligar,e as vezes nem liga.
1180;Anda nao consegui usa a minha maquina 
1181;Ao lançar um produto informar as regras de utilização do mesmo.
1182;Difí­cil conseguir falar com atendente
1183;Recarga de celulares
1184;As vendas de crédito não caem certo e tive alguns prejuí­zos 
1185;Duração da bateria da máquina
1186;Pagentos efectuados e após o valor é extornado pelo cartão
1187;o relacionamento com cliente. o site é poluí­do.muita informação semobjetividade
1188;Já dei nota 10
1189;Pq ms colocando o juros para o cliente ele nao sai o msm valor para minha conta
1190;Estou a mais de 2 meses para receber a maquineta e vocês não conseguem entregar
1191;Receber as vendas no dia seguinte com taxas menores 
1192;Colocar máquinas de melhor qualidade
1193;No inicio os avisos da transação era comunicado na hora, agora a demora as vezes de até três horas. 
1194;A minha é a moderninha wi-fi, paguei mais de R$400,00 e nunca tive nenhuma promoção, tipo taxa 0% e sem contar q as concorrentes estão com as taxas melhores. 
1195;Ter a conta bloqueada por falta de uso
1196;A maquininha não funcionou 
1197;Emissão de boletos
1198;Juros e manutenção entre comprador e vendedor, troca da máquina com valores mais acessÃ­veis para quem já possui uma máquina, chat para todos os tipos de dúvidas, exemplo como vender on line, pelo face, ou whatss
1199;Os juros estão muito altos
1200;Tenho um bom movimento na minha conta , fui pra pegar um empréstimo com vcs pra capital na minha empresa ! Dicerao que ainda não me enquadro no sistema de vcs .
1201;Tudo
1202;Transferência direto para conta corrente ou poupança
1203;Taxas muito altas,demora de 2 dias pra receber é muito demorado,
1204;Realizei uma venda de 3mil reais e até  hoje está bloqueado! Vou  ter que entrar com ação judicial para receber meu valor! Valtemir teles f.48 991814623 Pinheiro.edificar@gmail.com
1205;Ter a simulaçãode taxas para os vendedores saiba o que vai receber realmente no final, podendo colocar um valor aonde possamos embutir os valores das taxas e receber o nosso limpo
1206;A minha sempre que vou ligar demora muito ate conseguir dar sinal , fica atualizando toda vida o que faz com que os clientes as vezes percam a paciência  de esperar. E outro aspecto que deveria mudar é  que pelo cel so aceita crédito  deveria aceitar debito tbem. 
1207;De saquê é alta
1208;Entrega de peças de reposição dentro do prazo prometido
1209;Fiz a solicitação de extorno de uma máquina,que ao concluir a compra não saiu com o valor promocional, liguei p a empresa,solicitei o cancelamento e o atendente me enviou um link com o valor da promoção. O pedido foi feito, porém o extorno não ,a PagSeguro está me cobrando o valor da máquina,sendo que essa máquina não foi recebida. Eu fiz a compra de outra pelo link que o atendente me passou,a máquina chegou, porém não fica muito tempo ligada e na descarrega mesmo sem estar em uso. Ligo P a PagSeguro,demora muito no atendimento e quando consigo a ligação cai. Nunca consigo falar com o atendente. Ja mandei mensagens pelo chat sem retorno. Quero que esses dois problemas sejam resolvidos.
1210;Fui enganado ao pedir devolução da máquina pois a mesma não funciona o tal do chip pago. Pedi cancelamento em menos de 7 dias e não o fizeram
1211;Trocar a maquininha anterior pela a atual. Ex: eu tenho a maquininha pro, quero troca-la pela smart (a mais recente).
1212;Aceitar banricompras, cartão mais usado no RS, dimuir a taxa da bandeira Ello, e não cobrar taxa de transferência para a conta, estou pagando de 1,15 a 2,09 cada transferência, ainda tem o desconto das taxas do cartão, gera muita despesas.
1213;Que os usuarios  possa ter acesso a algumas configuraçóes, para que não precissamos sempre ter enviar maquina para resolver muito das vezes casos simples.
1214;Totalmente insatisfeito. Liguei para tentar devolver ou cancelar e nada. Taxas são uma das mais altas do mercado. Estou a em usar a uns 4 meses
1215;O site fica fora do ar frequentemente
1216;Indiquei para amigos pelo linda de i dicção e não recebi o prometido. 
1217;Quando fazemos a venda o dinheiro não fica disponÃ­vel na hora, enquanto no concorrente direto, o dinheiro fica disponÃ­vel no app na hora da compra. As taxas também estão muito altas comprei a moderninha e me arrependi por causa das taxas no parcelamento, porém a máquina em si é ótima
1218;Usar Ã  maquininha em diversas contas diferentes 
1219;Tempo menor de recebimento das vendas feitas pela internet e boletos emitidos.
1220;Desde abril não consigo sacar meu dinheiro por erro no sistema, já perdi as contas de tantas ligações pra tentar resolver meu problemas. Porém nenhuma com sucesso, hoje já estou procurando ajuda judicial, pois comprei pra me ajudar e só to tendo prejuí­zos.
1221;Parar de pedir avaliação todas as vezes que uso o app
1222;recarga
1223;Entre receber do cliente, estar disponivel, e cair na conta leva 4, 5 dias porque? Meu amigo tem um que cai na hora.
1224;Taxas muito alta em relação a outras máquinas 
1225;Tem outras máquinas com juros menores.
1226;VENDA DE RECARGA DE CELULAR
1227;Atender as solicitações dos clientes. 
1228;Os valores das taxas ainda estão um pouco altos
1229;arrumar o problema do site com os loguins
1230;Resolverem problemas de estorno
1231;Receber cartões emitidos fora do Brasil na venda digitada
1232;O formato de cobrança de taxa quando parcelamos !, Melhoraria muito se cobrassem como as outras maquininhas, mesmo parcelando em várias vezes,com uma taxa mais justa.
1233;Não consigo usar meu cartão do pág seguro 
1234;essa taxa de imtermediação é um absurdo meus clientes reclama muito 
1235;Transferência para conta bancária é muito demorada. Quando preciso tenho que aguardar dois dias uteis.
1236;I
1237;A troca de máquinas mais atualizadas trocando por nossa antiga. Assim todos nós ganhamos. 
1238;Taxa muito alta , eu mesmo trabalho com um ramo de margem baixa , tenho que passar as taxas para os clientes , onde os mesmos saem insatisfeitos!
1239;O dinheiro das vendas deveriam cair na hora
1240;Depois da venda aprovada  o valor da transação  é retido aconteceu comigo já enviei documentos e até agora nada  ,aconteceu em inÃ­cio do mês de outubro tbm já ligueibe até agora nenhuma solução  da parte de vcs
1241;Eu gostaria de receber o valor das vendas na hora como a do mercado pago na hora l
1242;Cobrança abusiva de alta e duplamente 
1243;Solucionar tempestivamente os problemas reportados
1244;Após a aquisição da minha máquina paga, nunca mais consegui contato para esclarecimento algum. Conclusão: $ubintende-$e que o real valor era vender o produto e não fidelizar o cliente.!
1245;tive meu recebimento roubado
1246;As vezes trava e não desliga.
1247;As taxas são absurdas a Sumap está bem melhor.
1248;Muito caro a taxa de transferência e outras taxas
1249;Tenho uma moderninha ,nunca foi boa ,esta semana está pior ,demora para ler o cartão ,fica visando GPRS, adquiri uma Sumup ,muito mais rápida ,nunca falha ,vocês deveriam fazer um recall pois este modelo, moderninha, nunca prestou 
1250;Acho um absurdo o valor do juros. Embora vcs nem vai ler isso eu não indico para mais ninguém pois é um absurdo os juros 
1251;Não cobrar juros 
1252;cobrar uma taxa quando e feito mais de uma transferencia bancaria no dia.
1253;Design e usabilidade da ferramenta... Não dá um resumo de perí­odo completo e de fácil compreensão como a Cielo
1254;Melhorar as taxas para clientes
1255;Receber meu dinheiro no mesmo dia
1256;Já relatei anterormente e não obtive nenhum retorno: doi cobrada taxa de uma transação no dia 15 de serembro se 2018. Periodo no qual. Estava ISENTO DE TAXAS. Porque participava da promoção de adesão
1257;Porque tive que trocar minha maquininha e veio com problema faz 2 semana estou sem e perdendo dinheiro
1258;Carregador quebrou não fizeram a troca e nem a possibilidade de comprar. Tive q comprar de outra marca.
1259;Minha máquina simplesmente não funciona como a pagseguro propõe. Eu desisti de tentar.
1260;O que vou receber no aplicativo mais claro
1261;Wi Fi próprio da máquina não funciona 
1262;As taxas para vendas acima de 2x estão bastante altas, fazendo perder bastante vendas!
1263;Esclarecimento melhor e mais claro sobre taxas que parece ser cobranças maqueadas
1264;Para com essa putaria de bloquear saldo sem motivo
1265;Possibilidade de não ter a antecipação automática do parcelado
1266;As taxas são muito altas
1267;Tento trocar o nome fantasia a muito tempo e não consigo
1268;Tudo
1269;Venda de crédito de celular
1270;Quando colocamos a venda pro cliente e vocês ainda cobra da gente 
1271;Colocar o pagamento via app, não gostei de terem tirado muito menos sem avisar. E os atendentes não saberem o porque de terem tirado, trabalham sozinhos aÃ­?
1272;Sou taxista  é tem lugares que a máquina  não funciona: aeroporto de Congonhas
1273;melhoras no atendimento telefone 
1274;Pagamento de contas online
1275;Baixar a taxa
1276;Taxa alta , não indico,aliás me indicam outra melhor e taxa mais baixa 
1277;FOI PROMETIDO 90 DIAS DE 0% DE TAXA, E SÃ“ FICOU EFETIVAMENTE 0% POR MENOS DE 45 DIAS
1278;Tive uma terrí­vel experiência quando precisei trocar minha máquineta
1279;Quando tranferir dinheiro pro cartão que seja em débito pois e nosso dinheiro
1280;Ter uma segunda máquina
1281;Taxas muito altas e não justificáveis
1282;Aceitar banesecard do bando do estado de Sergipe nas máquinas 
1283;o atendimento eletronico e muito a dezeja  
1284;Boa noite até hoje achava a modernimja boa mais ela não funcionou hoje e perdir de fazer vendas o cartão não passava
1285;Como vocês podem falar que a máquina tem um aplicativo de recarga e na verdade não tem?
1286;melhorar a porcentagem nas vendas parceladas pois a concorrência ta abaixando  e vcs podem perder clientes 
1287;Até agora não conseguiram me ajudar a passar minha máquina com meu celular
1288;O processo de troca da máquina.
1289;Função débito... conta digital para transferência sem cobrança adicional
1290;Máquina com 5 meses de uso, sem segurar carga bateria... Sem resolução ao questionar !!!
1291;Fazer a tela das máquinas se apagar quando não  estiverem usando a sim economiza bateria
1292;Coloquei conectividade pois creio que seja referente a o sistema da maquina ok ?! Entao, a maquina é fraca de sinal. Troquei para o chip da Vivo mas direto tem q ligar e desligar para ela pegar. E as vezes esta em cima da hora ai o cliente fica com pressa e ex.
1293;precisa melhor o sistema de comunicação com o vendedor.
1294;Facilidade com empréstimo
1295;para falar na central  e péssimo. ..o site depois que vi consegue entrar e ótimo. .mas o acesso é horrí­vel. .tem muitas opções ao telefone  e demora demais 
1296;Dever dar desconto pra quem já usa mas tempo e não os novos cliente
1297;As taxas de retirada no banco 24 horas são muito altas.
1298;Promocao de taxa 0 não ser ativada pra cliente no perfil e demorar mais de 40 dias pra resolver
1299;Há semanas a maquininha está com defeito e não consigo falar com ninguém a respeito
1300;Perdas de vendas no Banese card
1301;Conseguir falar com um atendimento mais rápido.
1302;a maquina tem pouca duração de bateria
1303;Menores taxas no parcelamento vendedor
1304;Saque máximo de 1000,00 por vez no caixa 24hrs 
1305;Poderiam receber a maquina usada como parte de pagamento para adquurir a maquina mais atualizada e nao entupir os seus clientes que sao o seu lucro e o motivo de manter suas empresas de pe !!!!! 
1306;Comprei uma máquina de terceiro e não consigo usar
1307;Taxa no crédito antecipado e muito alta.
1308;Efetuar transferência para terceiros e pagamento de boletos.
1309;Além de caras,cobraram de mim e do comprador,quando tentei perguntar só falei com um robô que não resolve nada,por isso estou usando uma segunda opção.
1310;bateria acaba muito rapido
1311;Começar a vender o produto somente quando os serviços usados no marketing de venda estiverem realmente ativos e funcionais. 
1312;pagseguro comecou a fazer emprestimos mas quando pedimos eles dizem q nao somos elegiveis sendo que temos a maquina a 2 anos
1313;Transferencia automatica dos valores para conta corrente
1314;O uso do cartão ser no débito já que o valor é retirado o saldo na hora,diminuir a taxa de saque e extrato no 24 horas, devolver com o prazo bem menor quando a compra é feita no cartão e é cancelada,absurdo esperar 60 dias pra receber o valor já que o dinheiro foi devolvido a vocês, porque o cartão é um carta pré pago e não de credito 
1315;As taxas são absurdas de altas
1316;Alteraçao de forma de recebimento sem autorização
1317;Taxas de pagamento em débito serem cobradas do cliente e não do vendedor.
1318;Poderia pagar boletos através do app usando o saldo das transações. 
1319;Entregar o que promete
1320;Mais possibilidades de transferência para conta bancária
1321;Soluções de poblema
1322;essa empresa e uma empresa que cada atendente te da uma informação diferente concluindo ninguem se entende nao tem nenhuma regra atendentes que não sabem nunca dar uma informação correta   nao indico nem para o meu inimigo 
1323;A minha máquina é versão antiga D200 e não aceita ELO, vcs deveriam ter uma promoção pra pegar outra máquina...me recuso a comprar outra máquina... prefiro perder a venda.
1324;Vender baterias e carregadores das máquinas
1325;Tds as vezes que vou trabalhar com a minha, demora muito apesar de fazer TD o procedimento cirreto
1326;Retirar Endereço e CPF do Comprovante / Preço das máquinas que é absurdo e 1 mes depois cai para 50%
1327;O cartão pré pago não é seguro
1328;Colocar função Bluetooth na minizinha chip para venda ser mais rápida pela net 4G do meu celular 
1329;Suporte para troca maquineta diretamente sem arudeios 
1330;Parceria com a bandeira Senff pois na minha cidade muita gente usa esse cartão e acabo perdendo de vender.
1331;Transferência bancária para outras contas que não sejam as minhas 
1332;atendimento pessimo
1333;Ver marcações
1334;O Aplicativo deixou subitamente de oferecer o serviço de pagamento de contas e boletos. Era uma funcionalidade bastante útil que simplesmente não existe mais com a última atualização.
1335;O ticket restaurante ainda não entendi como faz pra passar pro cliente
1336;poderia ser feita uma troca de chip pois onde faço a maioria das minhas vendas a operadora não pega apenas a operadora tim
1337;Conseguir passar o cartão só com o número e senha 
1338;Obrigatoriedade de venda na máquina para cadastrar celular para recarga
1339;Recargas de operadoras de telefone
1340;Minha maquininha e a moderninha pro quando comprei custou 838 reais ela veio cm a bateria viciada trocamos e veio cm o mesmo defeito como confiar? Vou trocar nocamente e complicado aja tempo pra viver trocando isso vou trocar de maquina so estou pesquisando primeiro é lamentável 
1341;Tem que cair mais rápido na conta. demora muito p cai na conta
1342;Eu tento falar no chat e nao consigo,porque travou e nao tive resposta até agora da minha pergunta!! Ligo no telefone nao tenho opção de falar com atendentes!! Ja faz mais de meses que tem um valor de 41,64 que aparece bloqueado e não me dizem o porque!!!! 
1343;Aceitar as máquinas antigas como desconto nas novas 
1344;Usar a máquina antiga como desconto, pra pegar uma mais moderna.
1345;Transferência automática 
1346;Bateria ter mais durabilidade 
1347;Eu sou taxista e quando estou fazendo o pagamento no cartão se tocar outro aplicativo o do pagseguro para de funcionar eu tendo que fazer tudo de novo
1348;Aceitar recarga de outros celulares
1349;verificaçao dos produtos que o fornecedor manda para o cliente pois o prazo de 7 dias e pouco para o cliente  avaliar o produto e na maioria das vezes o produto para de funcionar depois dos 7 dias que temos para reclamar 
1350;Tentei recarregar o meu cartão pré pago e para tal tive que enviar cópias do meu RG para poder receber o que é meu de direito, e ainda assim tenho que esperar ser analisado pra ainda receber uma resposta só com 10 dias. Quando foi para me venderem o produto não houve essa burocracia.
1351;Precisei usar a máquina na madrugada e ela falhou...dizia q a rede está vÃ£ fora..foi muito ruim
1352;O que  é oferecido não é cumprido, e o atendimento fica de resolver as coisas não resolve nunca nem se quer retorna 
1353;Aplicativo complicado
1354;Péssima logÃ­stica.
1355;Acho que trocarei de máquina por conta das taxas que pago hj
1356;Gostaria de receber o parcelamento mês a mês, sem a obrigatoriedade da antecipação.
1357;Não esta dando sinal direito nas entregas
1358;Cansei de enviar documentos pra validar o cartão ,demora 15 dias,e vcs reprovam
1359;bateria da maquina com autonomia de 30 min 
1360;Poder personalizar o nome do estabelecimento no app
1361;A bateria das máquinas não duram por muito tempo
1362;no caso minha maquina quebrou  o vidro posso estar trocando a mesma
1363;Parcelamento fica totalmente inviável 
1364;SaBeijo no momento estou muito chateada por ter indicado um amigo pra fazer uma compra na qual eu ganharia 40.00 reais até o dia 30/11 isto não aconteceu  endiquei  ozeiassarmento1@Gmail.com  pelo meuso link e agora ligo e dizem que não estão localizando! PoxA liguei no dia 27/11 atendente localizou e disse que cairia no dia 30/11 agora além de não entrar dizem que não consta nenhuma indicação  então não vou indicar mais ninguém  porquê no final não recebemos! De resto sempre curto vcse como uma ótima empresa. 
1365;menos burocracia pra aceitar vale refeiçao e alimentaçao
1366;Baixar as taxas
1367;A bateria acaba muito a carga da bateria.
1368;Recebi proposta de outra rede com recbimento no dia seguinte e taxa menor q a de vocês
1369;demora demais para falar com atendente.O cliente NÃƒO fica esperando 20 ou mais minutos.
1370;Falta uma central de atendimento direta com o cliente. Sem o cliente perder 30 minutos antes de alguém falar diretamente com os clientes
1371;sou concorrente, mas pro meu negócio, reconheço que vcs são melhores. 
1372;Ter vergonha na cara e oferecer uma bateria que preste. As baterias não duram mais do que 10 minutos e esse é o motivo de eu não indicar para NINGUÉM.
1373;Direto na conta de minha preferência sem ter que ficar toda vez pedindo transferência.
1374;Devido a esse motivo vendo mais na máquina do concorrente
1375;Tira-se a transferência for se direto 
1376;Meu chip nao esta conectando rede tim...
1377;Não  precisar ter contas jurica so porque tem CNPJ
1378;Fornecer a máquina com mais de um chip, para ela não ficar sem sinal e perder vendas em virtude disso
1379;Transferência de dinheiro pra qualquer conta, facilidade na hora de calcular custos , receber o dinheiro na mesma hora 
1380;A venda é negada sem motivo e valores a receber retidos ou bloqueados
1381;Tive a informação q seria um valor a taxa, e quando passei cobrou um valor maior
1382;Que meu chip seja trocado. Não funciona
1383;recargas telefônicas nas máquinas pró 
1384;As taxas são muito altas
1385;Estou tentando comprar uma bateria pra minha moderninha e não consigo contato com vcs         
1386;fazer UP Grade das maquinas
1387;Atendimento 
1388;Aceitar o cooper card, aqui no Paraná usa bastante. 
1389;A taxa de parcelamento é muito alta 
1390;O satélite e muito falho e a dinÃ¢mica de todos os dias e péssimo 
1391;O dinheiro não está caindo o valor certo em minha conta
1392;As taxas muito altas
1393;No momento não me ocorre nenhuma das alternativas
1394;parceria
1395;Bateria da máquina muito fraca 
1396; Excelente
1397;Vcs  erraram muito comigo.Fiz no meu cpf e veio  em outro  cpf agora não posso usar essa droga de maquina.pagando a toa
1398;Facilitar o serviço de recarga telefonica
1399;Acho a taxa muito alta no parcelamento, cliente para taxa 
1400;Banri compras parcelado
1401;Problemas com cartão de bancos estrangeiros
1402;Diminuir a burocracia,de revisão de documentos, mudança de dados da conta, não que não seja com segurança ,mas, que seja feito mais rápido
1403;Agilizar a transferencia. Bancaria
1404;Dininuir um pouca mas as taxas 
1405;Opção para pagamento direito no app
1406;A máquina descarrega muito rápido
1407;Taxas mais baixas
1408;Péssimo serviço de atendimento, demora nas entregas. Muitas vezes quis matar a Pague Seguro.  É uma empresa simplesmente horrí­vel, não recomendaria p meu pior inimigo, se pudesse nunca tinha entrado em contato, tomara que a empresa vá a falência. Vcs são umas drogas!
1409;Não aguenta bateria
1410;Precisa da desconto pra cliente antigos e pra quem adquirir outra maquineta 
1411;Facilitar processo de alteração de dados 
1412;Estou 3 meses sem conseguir usar minha máquina adequadamente, e ao ligar pro sac, não vejo vontade de ajudar.
1413;Aceitar cartoes internacionales como Argentina..!!!!
1414;Prazo de entrega
1415;Ter lojas autorizadas de assistência nas cidades para manutenção ou trocas.   Agilidade  
1416;O dinheiro era pra cair na hr com esses juros altos!
